long;lat;id;nombre;categoria;cocina;ambientacion;telefono;mail;horario;calle_nombre;calle_altura;calle_cruce;direccion_completa;barrio;comuna;codigo_postal;codigo_postal_argentino
-58,47608274;-34,67723595;2738;A SOLAS;CONFITERIA;MINUTAS;MODERNO;;;;GALLO DELFIN;5748;;GALLO, DELFIN 5748;Villa Lugano;Comuna 8;1439;C1439IBB
-58,37502524;-34,60612569;2110;ASTOR PIAZZOLA;RESTAURANTE;;;81033382646;info@piazzolatango.com;;FLORIDA;165;;FLORIDA 165;San Nicolas;Comuna 1;1005;C1005AAC
-58,39136061;-34,60090723;2111;ASTRAL;RESTAURANTE;PIZZERIA;;4371 5106;;lunes a viernes de 7 a 00;RODRIGUEZ PEÃƒâ€˜A;687;;RODRIGUEZ PEÃƒâ€˜A 687;San Nicolas;Comuna 1;;
-58,42034153;-34,59850394;614;ASTRO BAR;RESTAURANTE;INTERNACIONAL;;4866 5588;astrobar@argentina.com;;MEDRANO;950;;MEDRANO AV. 950;Almagro;Comuna 5;1179;C1179AAR
-58,49251235;-34,58170935;2771;ASTURIAS;RESTAURANTE;PORTEÃ‘A;CLASICO PORTEÑO;4265 7038;;lunes a sábado de 7 a 20;DE LOS CONSTITUYENTES;4598;;DE LOS CONSTITUYENTES AV. 4598;Villa Pueyrredon;Comuna 12;1431;C1431EXX
-58,46027881;-34,56562537;488;A TEMPO;RESTAURANTE;TRADICIONAL;MODERNO;4787 9196;;;ECHEVERRIA;2900;;ECHEVERRIA 2900;Belgrano;Comuna 13;1428;C1428DRZ
-58,39898593;-34,60975108;687;ATENEA;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4951 0640;;;RIVADAVIA AV;2300;;RIVADAVIA AV. 2300;Balvanera;Comuna 3;1034;C1034ACO
-58,4246919;-34,6074136;615;ATLANTICO;RESTAURANTE;CLASICO PORTEÃ‘O;;4982 5794;;;GASCON;392;;GASCON 392;Almagro;Comuna 5;1181;C1181ACF
-58,39166827;-34,5902264;1648;AU BEC FIN;RESTAURANTE;FRANCESA;FRANCES;4805 0861;www.aubedfin.com.ar;;LOPEZ VICENTE;1877;;LOPEZ, VICENTE 1877;Recoleta;Comuna 2;1128;
-58,36035709;-34,63261982;1224;AUGUSTO;RESTAURANTE;PIZZERIA;CLASICO PORTEÑO;4362 2533;;lunes a domingo de 6 a 00;BROWN ALTE.;888;;BROWN, ALTE. AV. 888;Boca;Comuna 4;1159;C1159ABN
-58,39491371;-34,60795114;1649;AVANTY;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4815 7912;;;AYACUCHO;117;;AYACUCHO 117;Balvanera;Comuna 3;1025;C1025AAC
-58,37536211;-34,59885871;2114;AVE CAESAR;CAFE;TRADICIONAL;MODERNO;5555 5104;;lunes a domingo de 9 a 23;FLORIDA;787;;FLORIDA 787;San Nicolas;Comuna 1;1005;C1005AAO
-58,46091563;-34,60629834;962;AVE FENIX;CAFE;PORTEÃ‘A;CLASICO PORTEÑO;4585 7800;;;JUSTO JUAN B.;4242;;JUSTO, JUAN B. AV. 4242;Caballito;Comuna 6;1416;C1416DJW
-58,36845658;-34,62152799;2553;AVENIDAS;CAFE;INTERNACIONAL;CLASICO PORTEÑO;4361 9817;;lunes a viernes de 7 a 21;PASEO COLON;1197;;PASEO COLON AV. 1197;San Telmo;Comuna 1;1063;C1063ACL
-58,39263431;-34,60564711;685;AVI BAR;CAFE;;;;;;SARMIENTO;1819;;SARMIENTO 1819;Balvanera;Comuna 3;1044;C1044AAA
-58,43149848;-34,58780274;28;AZAFRAN;RESTAURANTE;ESPAÃ‘OLA;ANTIGUO;4832 6487;;;HONDURAS;5143;;HONDURAS 5143;Palermo;Comuna 14;1414;C1414BMS
-58,3710602;-34,61250019;1348;AZAPAR;RESTAURANTE;MINUTAS;;4343 7601;;lunes a jueves de 15 a 21 - viernes y sábado de 18 a 3;BELGRANO;350;;BELGRANO AV. 350;Monserrat;Comuna 1;1092;C1092AAQ
-58,42418135;-34,58648598;27;AZUL ESPUMANTE;RESTAURANTE;ORIENTAL;ORIENTAL;4833 1377;;;GUATEMALA;4665;;GUATEMALA 4665;Palermo;Comuna 14;1425;C1425BUK
-58,37808692;-34,59115048;1954;AZUL PROFUNDO;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4393 4747;azulprofundo@arnet.com.ar;lunes a viernes de 12 a 16 y de 20 a 1 - sábado de 20 a 2;DEL LIBERTADOR;310;;DEL LIBERTADOR AV. 310;Retiro;Comuna 1;1001;C1001ABQ
-58,36408672;-34,59817413;1592;AZURRA;RESTAURANTE;MEDITERRANEA;MARINA;4341 9050;eventos@yachtcpm.com.ar;;MANSO JUANA;2;;MANSO JUANA 2;Puerto Madero;Comuna 1;1107;C1107CBB
-58,41494468;-34,58592462;29;AZURRO;RESTAURANTE;;;;;;SANTA FE;3596;;SANTA FE AV. 3596;Palermo;Comuna 14;1425;C1425BGX
-58,44057409;-34,58596654;31;BA;RESTAURANTE;;;;;;VEGA NICETO Cnel.;5702;;VEGA, NICETO, Cnel. AV. 5702;Palermo;Comuna 14;1414;C1414BFH
-58,40357601;-34,58355853;1650;BABETTE;RESTAURANTE;MINUTAS;MODERNO;4804 3962;;;LAS HERAS GRAL.;2972;;LAS HERAS GENERAL AV. 2972;Recoleta;Comuna 2;1425;C1425AST
-58,3945665;-34,59589092;1651;BABIECA;RESTAURANTE;INTERNACIONAL;MODERNO;4814 1005;pizzeriababiecasa@hotmail.com.ar;;SANTA FE;1898;;SANTA FE AV. 1898;Recoleta;Comuna 2;1123;C1123AAN
-58,44288003;-34,58302306;33;BABY BA;BAR;;;;;;AREVALO;1466;;AREVALO 1466;Palermo;Comuna 14;1414;C1414CQD
-58,38601381;-34,60279822;2113;BACARO;RESTAURANTE;INTERNACIONAL;;4374 4054;;;LAVALLE;1368;;LAVALLE 1368;San Nicolas;Comuna 1;1048;C1048AAH
-58,3849924;-34,60398635;2119;BACHERO PIZZERIA CENTRO;RESTAURANTE;PIZZERIA;MODERNO;4382 3353;;lunes a viernes de 6.30 a 2;CORRIENTES;1300;;CORRIENTES AV. 1300;San Nicolas;Comuna 1;1043;C1043AAZ
-58,42982863;-34,58765607;32;BACHET - BACHET;BAR;FUSION;MODERNO;4831 7373;;martes a domingo de 5 a 17;EL SALVADOR;4960;;EL SALVADOR 4960;Palermo;Comuna 14;1414;C1414BPP
-58,43539044;-34,58337641;34;BACIO DA LUPO;RESTAURANTE;;;;;;EL SALVADOR;5600;;EL SALVADOR 5600;Palermo;Comuna 14;1414;C1414BQD
-58,3868599;-34,5988148;1957;BACO;RESTAURANTE;INTERNACIONAL;MODERNO;4815 0368;;;URUGUAY;855;;URUGUAY 855;Retiro;Comuna 1;1015;C1015ABQ
-58,37857263;-34,60012568;2115;BAGDAD CAFE;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4328 0326;;lunes a viernes de 8 a 18;VIAMONTE;820;;VIAMONTE 820;San Nicolas;Comuna 1;1053;C1053ABR
-58,4763527;-34,67747142;2741;BAHIA;CONFITERIA;MINUTAS;MODERNO;;;;GALLO DELFIN;5792;;GALLO, DELFIN 5792;Villa Lugano;Comuna 8;1439;C1439IBB
-58,41693527;-34,65823495;1482;BAHIA;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;;;;SAENZ AV;1455;;SAENZ AV. 1455;Nueva Pompeya;Comuna 4;1437;C1437DOG
-58,36718619;-34,60243416;1594;BAHIA MADERO;RESTAURANTE;INTERNACIONAL;MODERNO;4319 8730;;;MOREAU DE JUSTO ALICIA;430;;MOREAU DE JUSTO, ALICIA AV. 430;Puerto Madero;Comuna 1;1107;C1107AAJ
-58,37110524;-34,59898133;2116;BAJO ALEM;BAR;MINUTAS;CLASICO PORTEÑO;4312 5709;;lunes a viernes de 6 a 20;ALEM LEANDRO N.;750;;ALEM, LEANDRO N. AV. 750;San Nicolas;Comuna 1;1001;C1001AAP
-58,45869638;-34,55341141;1497;BAJO BELGRANO;RESTAURANTE;INTERNACIONAL;MODERNO;4701 4806;;;CONGRESO;2011;;CONGRESO 2011;Núñez;Comuna 13;1428;C1428BVC
-58,40837939;-34,58045721;35;BAKANO;RESTAURANTE;PIZZERIA;MODERNO;4807 1011;www.bakano.net.com;;CERVIÃƒâ€˜O AV;3496;;CERVIÃƒâ€˜O AV. 3496;Palermo;Comuna 14;;
-58,4412134;-34,57197814;576;BAKERY HOUSE;RESTAURANTE;SANDWICHERIA;MODERNO;4771 4858;;;CABILDO;428;;CABILDO AV. 428;Colegiales;Comuna 13;1426;C1426AAR
-58,40889411;-34,61258235;688;BALBANERA;CAFE;;;;;;ALSINA ADOLFO;3001;;ALSINA, ADOLFO 3001;Balvanera;Comuna 3;1207;C1207AAE
-58,37633454;-34,60107606;2117;BALDOMERO;BAR;MINUTAS;MODERNO;4393 8704;;lunes a viernes de 8 a 20;TUCUMAN;681;;TUCUMAN 681;San Nicolas;Comuna 1;1049;C1049AAM
-58,47101345;-34,53803606;686;BALEARES;RESTAURANTE;MINUTAS;;4954 3366;;;VEDIA;2002;;VEDIA 2002;Núñez;Comuna 13;1429;C1429EJH
-58,44512711;-34,6219021;961;BAMBO;CAFE;MINUTAS;MODERNO;4431 9434;;;RIVADAVIA;5647;;RIVADAVIA AV. 5647;Caballito;Comuna 6;1424;C1424CEL
-58,38718684;-34,59922594;1653;BAMBU;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4813 0970;;;CORDOBA;1415;;CORDOBA AV. 1415;Recoleta;Comuna 2;1055;C1055AAE
-58,4205279;-34,59002564;36;BANAURA BAR;RESTAURANTE;DE AUTOR;ART- DECO;;;martes a domingo de 19 al cierre;SOLER;4202;;SOLER 4202;Palermo;Comuna 14;1425;C1425BWV
-58,44159896;-34,62049898;963;BANCHERO;CAFE;PIZZERIA;CLASICO PORTEÑO;4901 6430;;lunes a domingo de 12 a 15 y de 20 a 00;RIVADAVIA;5401;;RIVADAVIA AV. 5401;Caballito;Comuna 6;1424;C1424CEJ
-58,35862584;-34,63526256;1226;BANCHERO;RESTAURANTE;PIZZERIA;CLASICO PORTEÑO;4303 3232;;lunes a domingo de 8 a 00;SUAREZ;396;;SUAREZ 396;Boca;Comuna 4;1162;C1162AEH
-58,44159896;-34,62049898;964;BANCHERO OESTE;RESTAURANTE;PIZZERIA;CLASICO PORTEÑO;4901 6430;;;RIVADAVIA;5401;;RIVADAVIA AV. 5401;Caballito;Comuna 6;1424;C1424CEJ
-58,41043054;-34,61273904;689;BANDE;RESTAURANTE;;;4932 3293;;;ALSINA ADOLFO;3119;;ALSINA, ADOLFO 3119;Balvanera;Comuna 3;1207;C1207AAG
-58,43715168;-34,5834301;37;BAR;BAR;;;;;;HONDURAS;5699;;HONDURAS 5699;Palermo;Comuna 14;1414;C1414BNE
-58,39560994;-34,60322987;690;BAR 2001;CAFE;SANDWICHERIA;CLASICO PORTEÑO;4371 4335;;;LAVALLE;2001;;LAVALLE 2001;Balvanera;Comuna 3;1051;C1051ABE
-58,42757816;-34,58956536;39;BAR 6;BAR;INTERNACIONAL;DISEÑO;4833 6807;barseis@hotmail.com;lunes a sábado de 8 a 3;ARMENIA;1676;;ARMENIA 1676;Palermo;Comuna 14;1414;C1414DKJ
-58,49915593;-34,55120129;2057;BAR 9 DE JULIO;CAFE;MINUTAS;CLASICO PORTEÑO;4541 8377;;;BALBIN RICARDO DR.;4999;;BALBIN, RICARDO, DR. AV. 4999;Saavedra;Comuna 12;1430;C1430ABH
-58,4298425;-34,58876915;38;BAR ABIERTO;BAR;INTERNACIONAL;CLASICO PORTEÑO;4833 7640;barabierto@ciudad.com.ar;;BORGES JORGE LUIS;1613;;BORGES, JORGE LUIS 1613;Palermo;Comuna 14;1414;C1414DGA
-58,37313927;-34,61853468;2552;BAR ACONCAGUA;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4362 3826;;lunes a viernes de 6 a 00;ESTADOS UNIDOS;502;;ESTADOS UNIDOS 502;San Telmo;Comuna 1;1101;C1101AAL
-58,41564579;-34,61074564;617;BARAJAS;CAFE;TRADICIONAL;CLASICO PORTEÑO;4861 1126;;;RIVADAVIA;3499;;RIVADAVIA AV. 3499;Almagro;Comuna 5;1203;C1203AAG
-58,50067213;-34,59563085;2698;BAR ALEMAN;PUB;INTERNACIONAL;CLASICO PORTEÑO;4501 0814;;;SAN MARTIN;5992;;SAN MARTIN AV. 5992;Villa Devoto;Comuna 11;1419;C1419IBP
-58,40319681;-34,61004607;692;BAR AMERICANO;CAFE;SANDWICHERIA;CLASICO PORTEÑO;4951 3574;;;RIVADAVIA;2598;;RIVADAVIA AV. 2598;Balvanera;Comuna 3;1034;C1034ACR
-58,37283606;-34,60308588;2118;BAR AMERICANO;RESTAURANTE;MINUTAS;MODERNO;4394 1459;;lunes a viernes de 6 a 20;CORRIENTES;427;;CORRIENTES AV. 427;San Nicolas;Comuna 1;1043;C1043AAE
-58,3711472;-34,60422626;2120;BAR AMERICANO LA BOLSA;RESTAURANTE;MINUTAS;MODERNO;4325 0576;;lunes a viernes de 6 a 20;SARMIENTO;301;;SARMIENTO 301;San Nicolas;Comuna 1;1041;C1041AAG
-58,45129747;-34,55230897;490;BAR ARTE;RESTAURANTE;INTERNACIONAL;MODERNO;4784 8221;mazzeimaderas@fibertel.com.ar;;DEL LIBERTADOR;6445;;DEL LIBERTADOR AV. 6445;Belgrano;Comuna 13;1428;C1428ARH
-58,39021339;-34,6147809;1346;BAR ASTURIANO;BAR;MINUTAS;CLASICO PORTEÑO;4383 3815;;;VENEZUELA;1699;;REPUBLICA BOLIVARIANA DE VENEZUELA 1699;Monserrat;Comuna 1;1096;C1096ABA
-58,39960554;-34,60268606;691;BAR ASTURIAS;CONFITERIA;MINUTAS;CLASICO PORTEÑO;4954 2490;;;PASTEUR;555;;PASTEUR 555;Balvanera;Comuna 3;1028;C1028AAK
-58,47308832;-34,65279014;1523;BAR AVENIDA;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4674 2348;;lunes a viernes de 6.30 a 21 - sábado de 6.30 a 16;PERON EVA;4300;;PERON, EVA AV. 4300;Parque Avellaneda;Comuna 9;1407;C1407HUT
-58,40427087;-34,58749193;1659;BARBACOA;RESTAURANTE;INTERNACIONAL;MODERNO;4805 0230;barbacoa@fibertel.com.ar;;BOLLINI;2133;;BOLLINI 2133;Recoleta;Comuna 2;1425;C1425ECA
-58,41061038;-34,58260354;47;BARBARO;BAR;;;4802 8388;;;ARAOZ;2974;;ARAOZ 2974;Palermo;Comuna 14;1425;C1425DGV
-58,35566192;-34,63700723;1227;BAR BERLA;BAR;TRADICIONAL;CLASICO PORTEÑO;4303 8256;;;DON PEDRO DE MENDOZA;1459;;DON PEDRO DE MENDOZA AV. 1459;Boca;Comuna 4;1156;C1156ADB
-58,37484583;-34,61112859;1349;BAR BIBON DE LAS LUCES;BAR;;;;;;PERU;269;;PERU 269;Monserrat;Comuna 1;1067;C1067AAE
-58,3939523;-34,60398446;693;BAR BOSTON;RESTAURANTE;;;;;;RIOBAMBA;438;;RIOBAMBA 438;Balvanera;Comuna 3;1025;C1025ABJ
-58,37083484;-34,62530893;2554;BAR BRITANICO;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4361 2107;;lunes a domingo de 1 a 00;BRASIL;399;;BRASIL AV. 399;San Telmo;Comuna 1;1154;C1154AAC
-58,41238631;-34,59420205;1655;BAR BUSTAMANTE;CAFE;INTERNACIONAL;CLASICO PORTEÑO;4963 6931;;lunes a sábado de 6 a 23;SANCHEZ DE BUSTAMANTE;1382;;SANCHEZ DE BUSTAMANTE 1382;Recoleta;Comuna 2;1425;C1425DUB
-58,4022492;-34,60363383;694;BAR CANDY;CAFE;MINUTAS;CLASICO PORTEÑO;4952 4668;;;LARREA;486;;LARREA 486;Balvanera;Comuna 3;1030;C1030AAJ
-58,37679428;-34,61197385;1347;BAR CARLITOS;CAFE;MINUTAS;CLASICO PORTEÑO;4343 2216;;;ROCA JULIO A. Pres.;737;;ROCA, JULIO A., PRESIDENTE AV. 737;Monserrat;Comuna 1;1067;C1067ABC
-58,39798993;-34,60632224;702;BARCELONA;RESTAURANTE;INTERNACIONAL;ESPAÑOL;4953 1000;restaurantbarcelona@yahoo.com.ar;;URIBURU;278;;URIBURU JOSE E., Pres. 278;Balvanera;Comuna 3;1027;C1027AAF
-58,4606095;-34,58306146;2750;BAR CHARLY;RESTAURANTE;PARRILLA;CLASICO PORTEÑO;4553 6726;;lunes a sábado de 6 a 17;ELCANO;4005;;ELCANO AV. 4005;Villa Ortuzar;Comuna 15;1427;C1427CHE
-58,39130442;-34,62429986;1098;BAR & CO;RESTAURANTE;;;;;;ENTRE RIOS;1322;;ENTRE RIOS AV. 1322;Constitucion;Comuna 1;1133;C1133AAO
-58,44942476;-34,57780126;577;BAR CONDE;RESTAURANTE;SANDWICHERIA;CLASICO PORTEÑO;4551 3889;;;LACROZE FEDERICO;3193;;LACROZE, FEDERICO AV. 3193;Colegiales;Comuna 13;1426;C1426CQE
-58,40645926;-34,59795627;1657;BAR CORDOBA;CAFE;MINUTAS;CLASICO PORTEÑO;4961 8848;;lunes a domingo de 6 a 2;CORDOBA;2799;;CORDOBA AV. 2799;Recoleta;Comuna 2;1187;C1187AAB
-58,37614413;-34,60460012;2122;BAR DE BOCA;RESTAURANTE;MINUTAS;MODERNO;4325 3383;www.elbardeboca.com;lunes a viernes de 8.30 a 17.30;SARMIENTO;667;;SARMIENTO 667;San Nicolas;Comuna 1;1041;C1041AAM
-58,40455879;-34,61545416;696;BAR DEL REGISTRO;;MINUTAS;CLASICO PORTEÑO;4308 5952;;;JUJUY;478;;JUJUY AV. 478;Balvanera;Comuna 3;1083;C1083AAR
-58,43415839;-34,5838725;40;BAR DE VINOS;VINERIA;;;;;;HUMBOLDT;1847;;HUMBOLDT 1847;Palermo;Comuna 14;1414;C1414CTS
-58,39922012;-34,59363452;1656;BAR DINO;BAR;INTERNACIONAL;;;;;AZCUENAGA;1277;;AZCUENAGA 1277;Recoleta;Comuna 2;1115;C1115AAI
-58,38601016;-34,61992191;1096;BAR DON;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4304 2852;;;CALVO CARLOS;1402;;CALVO, CARLOS 1402;Constitucion;Comuna 1;1102;C1102ABD
-58,40919634;-34,63747084;1549;BAR EL MOLINO;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4677 1743;;;24 DE NOVIEMBRE;2287;;24 DE NOVIEMBRE 2287;Parque Patricios;Comuna 4;1242;C1242AAU
-58,40852721;-34,61502089;695;BAR ESPAÃƒâ€˜OL;RESTAURANTE;PORTEÃ‘A;CLASICO PORTEÑO;4931 6336;;;BELGRANO;3001;;BELGRANO AV. 3001;Balvanera;Comuna 3;1209;C1209AAC
-58,42280977;-34,57153337;42;BAR FLY;VINERIA;MINUTAS;MODERNO;4777 7455;;;DEL LIBERTADOR;3883;;DEL LIBERTADOR AV. 3883;Palermo;Comuna 14;1425;C1425ABL
-58,40789831;-34,60112743;697;BAR GARDEL;RESTAURANTE;;TANGO;4964 3375;;;TUCUMAN;3002;;TUCUMAN 3002;Balvanera;Comuna 3;1189;C1189AAH
-58,38416546;-34,60516336;2121;BAR GUANABARA;RESTAURANTE;;;4384 5229;;;SARMIENTO;1232;;SARMIENTO 1232;San Nicolas;Comuna 1;1041;C1041AAZ
-58,38885557;-34,63770443;895;BAR HISPANO ARGENTINO;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4304 6036;;;LUZURIAGA;301;;LUZURIAGA 301;Barracas;Comuna 4;1280;C1280ACG
-58,37677245;-34,60145837;2123;BAR HYDE PARK;RESTAURANTE;SANDWICHERIA;CLASICO PORTEÑO;4328 3930;;lunes a domingo 00 ;MAIPU;572;;MAIPU 572;San Nicolas;Comuna 1;1006;C1006ACF
-58,39030131;-34,60188999;2124;BAR IBERIA;RESTAURANTE;SANDWICHERIA;CLASICO PORTEÑO;4372 7298;;lunes a viernes de 7 a 21;TUCUMAN;1648;;TUCUMAN 1648;San Nicolas;Comuna 1;1050;C1050AAH
-58,40179844;-34,60620419;703;BARILOCHE;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4942 6325;;;SARMIENTO;2485;;SARMIENTO 2485;Balvanera;Comuna 3;1044;C1044AAM
-58,39388575;-34,60938012;704;BARIMSH;PUB;INTERNACIONAL;CLASICO PORTEÑO;4952 2617;ro_correo@hotmail.com;;RIVADAVIA AV;1928;;RIVADAVIA AV. 1928;Balvanera;Comuna 3;1033;C1033AAW
-58,44678044;-34,59805482;2656;BAR J O C;;SANDWICHERIA;CLASICO PORTEÑO;;;;THAMES;200;;THAMES 200;Villa Crespo;Comuna 15;1414;C1414DCD
-58,40586986;-34,57796223;41;BAR K-FE;CAFE;;;4803 9486;;;CASTEX;3390;;CASTEX 3390;Palermo;Comuna 14;1425;C1425CDF
-58,46995436;-34,55364757;1500;BAR LA ESCUELA;RESTAURANTE;SANDWICHERIA;CLASICO PORTEÑO;;;;PEDRAZA MANUELA;2803;;PEDRAZA, MANUELA 2803;Núñez;Comuna 13;1429;C1429CCS
-58,40711012;-34,59368814;1658;BAR LAPRIDA;BAR;MINUTAS;CLASICO PORTEÑO;4827 2984;;lunes a viernes de 6 a 22;CHARCAS;2900;;CHARCAS 2900;Recoleta;Comuna 2;1425;C1425BMH
-58,38988169;-34,60068447;2125;BAR LA ROBLA;RESTAURANTE;INTERNACIONAL;;4811 4484;;;VIAMONTE;1615;;VIAMONTE 1615;San Nicolas;Comuna 1;1055;C1055ABE
-58,48864074;-34,66332479;2739;BAR LAS VEGAS;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4635 9116;;;PERON EVA;5900;;PERON, EVA AV. 5900;Villa Lugano;Comuna 8;1439;C1439BSW
-58,37250906;-34,5957223;1958;BAR LEGALES;CAFE;MINUTAS;CLASICO PORTEÑO;4312 5806;;lunes a viernes de 7 a 19;ALEM LEANDRO N.;1028;;ALEM, LEANDRO N. AV. 1028;Retiro;Comuna 1;1001;C1001AAS
-58,41050747;-34,59228126;1654;BAR LOS ANGELES;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4821 9036;;;SANCHEZ DE BUSTAMANTE;1626;;SANCHEZ DE BUSTAMANTE 1626;Recoleta;Comuna 2;1425;C1425DUH
-58,50638109;-34,66784334;1287;BAR LOS BILLARES DE MATADEROS;RESTAURANTE;MINUTAS;ANTIGUO;;;;CORRALES;7300;;DE LOS CORRALES AV. 7300;Mataderos;Comuna 9;1440;C1440BBV
-58,49887189;-34,57661629;2794;BARLOVENTO SHOW;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4265 5342;barloventoshow@hotmail.com;;DE LOS CONSTITUYENTES;5301;;DE LOS CONSTITUYENTES AV. 5301;Villa Urquiza;Comuna 12;1431;C1431EZE
-58,38429397;-34,61667039;1350;BAR MAYO;CAFE;MINUTAS;CLASICO PORTEÑO;4383 6710;;;CHILE;1300;;CHILE 1300;Monserrat;Comuna 1;1098;C1098AAZ
-58,38108407;-34,60088303;2127;BAR MEMOS;BAR;MINUTAS;ESPEJOS;;;lunes a viernes de 7 a 19;PELLEGRINI CARLOS;645;;PELLEGRINI, CARLOS 645;San Nicolas;Comuna 1;1009;C1009ABM
-58,38450263;-34,62825153;1099;BAR MICHI;RESTAURANTE;MINUTAS;;;;;BRASIL;1302;;BRASIL 1302;Constitucion;Comuna 1;1154;C1154AAX
-58,37684308;-34,60701149;2126;BAR MITRE;BAR;MINUTAS;MODERNO;4342 2704;;lunes a viernes de 6 a 21;MITRE BARTOLOME;730;;MITRE, BARTOLOME 730;San Nicolas;Comuna 1;1036;C1036AAN
-58,4389363;-34,61453691;966;BAR MUNICIPAL;RESTAURANTE;;;;;;AVELLANEDA;550;;AVELLANEDA 550;Caballito;Comuna 6;1405;C1405CNS
-58,43797176;-34,58396739;48;BAROLO BISTRO;RESTAURANTE;DE AUTOR;;4772 0841;barolo@interserver.com.ar;lunes a viernes de 12 a 15 y de 20 al cierre;BONPLAND;1621;;BONPLAND 1621;Palermo;Comuna 14;1414;C1414CMS
-58,46702372;-34,57916062;2751;BAR ORIENTE;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4554 5688;;lunes a lunes de 7 a 20;ALVAREZ THOMAS;1800;;ALVAREZ THOMAS AV. 1800;Villa Ortuzar;Comuna 15;1427;C1427CDR
-58,42266851;-34,60291832;616;BAR ORQUIDEA;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4864 0957;;;CORRIENTES;4101;;CORRIENTES AV. 4101;Almagro;Comuna 5;1195;C1195AAA
-58,50006495;-34,66271412;1286;BAR OVIEDO;BAR;REGIONAL;FOLKLORICO;4687 8690;;;DE LA TORRE LISANDRO;2407;;DE LA TORRE, LISANDRO AV. 2407;Mataderos;Comuna 9;1440;C1440ECM
-58,52947971;-34,61729051;2783;BAR OVIEDO;CAFE;SANDWICHERIA;CLASICO PORTEÑO;4641 4138;;lunes a sábado de 6 a 21;BEIRO FRANCISCO;5701;;BEIRO, FRANCISCO AV. 5701;Villa Real;Comuna 10;1419;C1419IAG
-58,45357258;-34,58440076;563;BAR PALACIO;RESTAURANTE;SANDWICHERIA;;4554 5529;www.simic.com.ar;;LACROZE FEDERICO;3901;;LACROZE, FEDERICO AV. 3901;Chacarita;Comuna 15;1427;C1427EDE
-58,42420183;-34,58294492;43;BAR PATRICE;CAFE;MINUTAS;MODERNO;4776 1485;;;CHARCAS;4402;;CHARCAS 4402;Palermo;Comuna 14;1425;C1425BNN
-58,41373793;-34,59169791;49;BARRA BONITA;RESTAURANTE;;MODERNO;4825 3342;;lunes a sábado mediodía y noche;MANSILLA LUCIO NORBERTO GRAL.;3499;;MANSILLA, LUCIO NORBERTO, GENERAL 3499;Palermo;Comuna 14;1425;C1425BPS
-58,37098375;-34,60073535;2135;BARRA LA TASCA;BAR;MINUTAS;CLASICO PORTEÑO;4311 6699;;lunes a sábado de 5 a 20;TUCUMAN;238;;TUCUMAN 238;San Nicolas;Comuna 1;1049;C1049AAF
-58,38952477;-34,6043116;2128;BAR RAMOS;BAR;MINUTAS;MODERNO;4374 7046;;lunes a domingo de 1 a 00;CORRIENTES;1604;;CORRIENTES AV. 1604;San Nicolas;Comuna 1;1042;C1042AAP
-58,48255063;-34,63374436;2631;BAR RHIN;RESTAURANTE;SANDWICHERIA;CLASICO PORTEÑO;4674 0265;;;SEGUROLA;11;;SEGUROLA AV. 11;Floresta;Comuna 10;1407;C1407AMA
-58,39824447;-34,58937525;1661;BARRIENTOS;RESTAURANTE;;;4807 1936;;;LARREA;1541;;LARREA 1541;Recoleta;Comuna 2;1117;C1117ABO
-58,40884703;-34,59945101;698;BAR ROMA;BAR;SANDWICHERIA;CLASICO PORTEÑO;4961 8863;;;SAN LUIS;3101;;SAN LUIS 3101;Balvanera;Comuna 3;1186;C1186ACI
-58,48676382;-34,55501422;2059;BAR SAAVEDRA;CAFE;SANDWICHERIA;CLASICO PORTEÑO;;;;BALBIN RICARDO DR.;4008;;BALBIN, RICARDO, DR. AV. 4008;Saavedra;Comuna 12;1430;C1430AAY
-58,39953659;-34,60729807;700;BAR SAN JOSE;BAR;MINUTAS;CLASICO PORTEÑO;4952 0075;;;PERON JUAN DOMINGO TTE.;2311;;PERON, JUAN DOMINGO, TTE. GENERAL 2311;Balvanera;Comuna 3;1040;C1040AAK
-58,37485311;-34,61101147;1351;BAR SIN NOMBRE;BAR;;;;;;PERU;259;;PERU 259;Monserrat;Comuna 1;1067;C1067AAE
